dataset,seed,quartile,method,pcc,rmse,mae,mean_disagreement,n_test
ERKAUC30,9,1,ridge_only,0.6768828991048189,0.6349968360667088,0.4449714108270643,0.030220649761828033,3635
ERKAUC30,9,1,fixed_fusion,0.6770276393412358,0.6348721518191343,0.44480023684676356,0.030220649761828033,3635
ERKAUC30,9,2,imputer_only,0.6696339911914062,0.701275320119497,0.46949120842377084,0.09469631511100912,3634
ERKAUC30,9,2,ridge_only,0.6680906766093628,0.7025329606364643,0.4699693657522259,0.09469631511100912,3634
ERKAUC30,9,2,fixed_fusion,0.6705828049612108,0.7002307016259602,0.46766187827709726,0.09469631511100912,3634
ERKAUC30,9,3,imputer_only,0.6891111574142097,0.6943296304209727,0.4927905197838351,0.18485160134822395,3635
ERKAUC30,9,3,ridge_only,0.6904335100773958,0.6912433076937107,0.4844389262605501,0.18485160134822395,3635
ERKAUC30,9,3,fixed_fusion,0.6955077491815425,0.6863822243221974,0.48147718189542016,0.18485160134822395,3635
ERKAUC30,9,4,imputer_only,0.6195270838270861,0.9873057472551294,0.6760352408019222,0.46248328688246415,3634
ERKAUC30,9,4,ridge_only,0.6376850157253422,0.9259223187664165,0.6261770132854669,0.46248328688246415,3634
ERKAUC30,9,4,fixed_fusion,0.6495384828067132,0.9203636474580722,0.6180502570272329,0.46248328688246415,3634
ERKIC50,0,1,imputer_only,0.664514102702434,0.7124138283990803,0.5358708979501787,0.027683227823391592,3861
ERKIC50,0,1,ridge_only,0.6653453545966999,0.7116876194659485,0.5353375550029433,0.027683227823391592,3861
ERKIC50,0,1,fixed_fusion,0.6651191414797417,0.7118712725710197,0.5354644171152395,0.027683227823391592,3861
ERKIC50,0,2,imputer_only,0.6457688914347617,0.7330226983961707,0.5634392029167967,0.08556242972275648,3861
ERKIC50,0,2,ridge_only,0.644654888298437,0.7340118373640022,0.5655099578816283,0.08556242972275648,3861
